audit_id,firm_id,sector,year,priority_score,current_audit_risk,firm_staffing_quality,past_inspections_fixes,market_importance,band,complexity,it_reliance,group_structure,estimate_heavy,red_flags
AU-0237,F03,Banking,2025,26,13,3,3,7,routine,Low,Low,False,False,
AU-0238,F03,Insurance,2025,34,10,10,7,7,routine,Low,High,False,False,Heavy reliance on client IT systems; Overdue remediation on this engagement
AU-0239,F03,Asset management,2025,19,4,6,4,5,routine,Low,High,False,False,Heavy reliance on client IT systems
AU-0240,F03,Asset management,2025,38,6,21,9,2,ask,Low,Medium,False,False,Partner involvement hours below plan; Repeat finding from a prior inspection
AU-0241,F03,Public interest entity,2025,35,15,14,1,5,ask,Low,Low,False,True,Goodwill or asset impairment risk
AU-0242,F03,Asset management,2025,36,16,13,3,4,ask,Low,High,False,False,Heavy reliance on client IT systems
AU-0243,F03,Public interest entity,2025,24,0,16,4,4,routine,Low,Low,False,False,
AU-0244,F03,Banking,2025,25,2,17,4,2,routine,Low,Medium,False,False,
AU-0245,F03,Energy & utilities,2025,32,5,19,4,4,routine,Low,High,False,False,Heavy reliance on client IT systems
AU-0246,F03,Healthcare,2025,30,4,20,6,0,routine,Low,Medium,False,False,Partner involvement hours below plan
AU-0247,F03,Technology,2025,28,0,19,4,5,routine,Low,High,False,True,Goodwill or asset impairment risk; Heavy reliance on client IT systems
AU-0248,F03,Energy & utilities,2025,62,27,26,4,5,group,Medium,High,False,False,Complex accounting estimates; Heavy reliance on client IT systems
AU-0249,F03,Retail group,2025,28,4,17,2,5,routine,Low,Low,False,True,Goodwill or asset impairment risk
AU-0250,F03,Banking,2025,49,22,12,9,6,ask,Medium,Low,False,False,Repeat finding from a prior inspection; Overdue remediation on this engagement
AU-0251,F03,Banking,2025,35,13,17,2,3,ask,Low,Medium,False,False,
AU-0252,F03,Asset management,2025,40,9,17,6,8,ask,Low,Low,False,False,
AU-0253,F03,Retail group,2025,37,10,21,4,2,ask,Low,Low,False,False,Partner involvement hours below plan
AU-0254,F03,Public interest entity,2025,30,9,17,1,3,routine,Low,Medium,False,False,
AU-0255,F03,Listed manufacturing,2025,27,0,15,9,3,routine,Low,Medium,False,False,Repeat finding from a prior inspection; Overdue remediation on this engagement
AU-0256,F03,Real estate,2025,37,12,18,3,4,ask,Low,Low,False,True,Goodwill or asset impairment risk
AU-0257,F03,Insurance,2025,44,20,12,9,3,ask,Medium,Low,False,False,Repeat finding from a prior inspection; Overdue remediation on this engagement
AU-0258,F03,Asset management,2025,48,23,10,9,6,ask,Medium,Low,False,False,Repeat finding from a prior inspection; Overdue remediation on this engagement
AU-0259,F03,Technology,2025,37,15,15,6,1,ask,Low,Medium,False,False,
AU-0260,F03,Retail group,2025,44,9,25,5,5,ask,Low,Medium,False,False,Audit team below planned staffing; Partner involvement hours below plan
AU-0261,F03,Technology,2025,26,10,8,3,5,routine,Low,Low,False,False,
AU-0262,F03,Technology,2025,39,11,19,7,2,ask,Low,Medium,False,False,Overdue remediation on this engagement
AU-0263,F03,Asset management,2025,38,18,13,2,5,ask,Medium,Low,False,False,
AU-0264,F03,Technology,2025,33,8,13,7,5,routine,Low,Low,False,False,Overdue remediation on this engagement
AU-0265,F03,Listed manufacturing,2025,48,12,24,9,3,ask,Low,Medium,False,False,Audit team below planned staffing; Partner involvement hours below plan
AU-0266,F03,Insurance,2025,54,18,20,8,8,group,Medium,High,False,False,Heavy reliance on client IT systems; Partner involvement hours below plan
AU-0267,F03,Banking,2025,40,21,12,5,2,ask,Medium,High,False,False,Heavy reliance on client IT systems
AU-0268,F03,Banking,2025,48,14,20,9,5,ask,Low,High,False,False,Heavy reliance on client IT systems; Partner involvement hours below plan
AU-0269,F03,Healthcare,2025,49,21,15,9,4,ask,Medium,Low,False,True,Goodwill or asset impairment risk; Repeat finding from a prior inspection
AU-0270,F03,Technology,2025,34,18,5,6,5,routine,Medium,Low,False,False,
AU-0271,F03,Insurance,2025,40,12,20,3,5,ask,Low,Medium,False,False,Partner involvement hours below plan
AU-0272,F03,Banking,2025,21,6,7,5,3,routine,Low,Low,False,True,Goodwill or asset impairment risk
AU-0273,F03,Public interest entity,2025,34,12,13,7,2,routine,Low,Low,False,False,Overdue remediation on this engagement
AU-0274,F03,Energy & utilities,2025,41,17,13,9,2,ask,Medium,Medium,False,False,Repeat finding from a prior inspection; Overdue remediation on this engagement
AU-0275,F03,Healthcare,2025,47,19,11,12,5,ask,Medium,Low,False,False,Repeat finding from a prior inspection; Overdue remediation on this engagement
AU-0276,F03,Healthcare,2025,67,33,25,4,5,deep-dive,High,High,False,True,Significant judgement in revenue recognition; Complex accounting estimates; Goodwill or asset impairment risk; Heavy reliance on client IT systems; Audit team below planned staffing
AU-0277,F03,Healthcare,2025,73,30,24,13,6,deep-dive,High,Medium,False,True,Significant judgement in revenue recognition; Complex accounting estimates; Goodwill or asset impairment risk; Audit team below planned staffing; Partner involvement hours below plan
AU-0278,F03,Energy & utilities,2025,34,13,17,2,2,routine,Low,Medium,False,False,
AU-0279,F03,Healthcare,2025,37,14,10,6,7,ask,Low,Low,False,False,
AU-0280,F03,Listed manufacturing,2025,46,20,19,6,1,ask,Medium,Low,False,False,
AU-0281,F03,Listed manufacturing,2025,33,13,11,5,4,routine,Low,Low,False,False,
AU-0282,F03,Asset management,2025,41,18,18,2,3,ask,Medium,Low,True,False,Multi-component group audit
AU-0283,F03,Retail group,2025,29,9,12,3,5,routine,Low,Low,True,False,Multi-component group audit
AU-0284,F03,Healthcare,2025,33,10,14,4,5,routine,Low,Low,False,True,Goodwill or asset impairment risk
AU-0285,F03,Asset management,2025,39,12,19,6,2,ask,Low,High,False,False,Heavy reliance on client IT systems
AU-0286,F03,Technology,2025,75,31,28,6,10,deep-dive,High,Medium,False,False,Significant judgement in revenue recognition; Complex accounting estimates; Audit team below planned staffing; Partner involvement hours below plan
AU-0287,F03,Retail group,2025,32,7,17,7,1,routine,Low,Medium,False,False,Overdue remediation on this engagement
AU-0288,F03,Retail group,2025,32,9,15,3,5,routine,Low,Medium,False,False,
AU-0289,F03,Listed manufacturing,2025,38,11,19,6,2,ask,Low,High,False,False,Heavy reliance on client IT systems
AU-0290,F03,Insurance,2025,30,10,9,8,3,routine,Low,Medium,False,False,Overdue remediation on this engagement
AU-0291,F03,Healthcare,2025,31,17,7,2,5,routine,Medium,Medium,False,False,
AU-0292,F03,Healthcare,2025,39,14,13,8,4,ask,Low,Low,False,False,Overdue remediation on this engagement
AU-0293,F03,Retail group,2025,24,3,13,1,7,routine,Low,Medium,False,True,Goodwill or asset impairment risk
AU-0294,F03,Technology,2025,29,10,11,4,4,routine,Low,High,False,False,Heavy reliance on client IT systems
AU-0295,F03,Asset management,2025,44,19,14,7,4,ask,Medium,Medium,False,False,Overdue remediation on this engagement
AU-0296,F04,Healthcare,2025,27,5,17,2,3,routine,Low,Low,True,True,Goodwill or asset impairment risk; Multi-component group audit
AU-0297,F04,Public interest entity,2025,34,15,11,7,1,routine,Low,Low,False,False,Overdue remediation on this engagement
AU-0298,F04,Insurance,2025,25,6,13,1,5,routine,Low,Low,False,False,
AU-0299,F04,Public interest entity,2025,46,18,13,9,6,ask,Medium,High,False,False,Heavy reliance on client IT systems; Repeat finding from a prior inspection
AU-0300,F04,Healthcare,2025,45,17,17,7,4,ask,Medium,Low,False,False,Overdue remediation on this engagement
AU-0301,F04,Energy & utilities,2025,32,5,17,7,3,routine,Low,Low,True,False,Multi-component group audit; Overdue remediation on this engagement
AU-0302,F04,Real estate,2025,26,13,3,6,4,routine,Low,High,False,False,Heavy reliance on client IT systems
AU-0303,F04,Insurance,2025,41,20,17,0,4,ask,Medium,Low,False,False,
AU-0304,F04,Insurance,2025,29,6,20,1,2,routine,Low,Medium,False,False,Partner involvement hours below plan
AU-0305,F04,Asset management,2025,29,11,8,5,5,routine,Low,Low,False,False,
AU-0306,F04,Public interest entity,2025,47,17,16,7,7,ask,Medium,Medium,False,False,Overdue remediation on this engagement
AU-0307,F04,Real estate,2025,46,15,16,7,8,ask,Low,Medium,False,False,Overdue remediation on this engagement
AU-0308,F04,Real estate,2025,50,20,19,8,3,group,Medium,Medium,False,False,Overdue remediation on this engagement
AU-0309,F04,Listed manufacturing,2025,38,11,12,10,5,ask,Low,Low,False,False,Repeat finding from a prior inspection; Overdue remediation on this engagement
AU-0310,F04,Public interest entity,2025,27,14,6,5,2,routine,Low,Medium,False,False,
AU-0311,F04,Insurance,2025,32,16,8,5,3,routine,Low,Medium,False,False,
AU-0312,F04,Insurance,2025,30,12,5,5,8,routine,Low,Low,False,False,
AU-0313,F04,Asset management,2025,26,0,18,5,3,routine,Low,Medium,False,False,
AU-0314,F04,Energy & utilities,2025,32,11,10,6,5,routine,Low,Low,True,False,Multi-component group audit
AU-0315,F04,Insurance,2025,31,10,10,7,4,routine,Low,Medium,False,False,Overdue remediation on this engagement
AU-0316,F04,Listed manufacturing,2025,46,20,18,4,4,ask,Medium,Low,False,False,
AU-0317,F04,Energy & utilities,2025,41,13,20,7,1,ask,Low,Medium,False,False,Partner involvement hours below plan; Overdue remediation on this engagement
AU-0318,F04,Technology,2025,34,9,9,10,6,routine,Low,Medium,False,False,Repeat finding from a prior inspection; Overdue remediation on this engagement
AU-0319,F04,Technology,2025,22,6,14,0,2,routine,Low,High,True,False,Heavy reliance on client IT systems; Multi-component group audit
AU-0320,F04,Energy & utilities,2025,31,19,5,0,7,routine,Medium,High,False,False,Heavy reliance on client IT systems
AU-0321,F04,Insurance,2025,32,9,18,2,3,routine,Low,Low,False,True,Goodwill or asset impairment risk
AU-0322,F04,Healthcare,2025,26,5,5,12,4,routine,Low,Low,False,False,Repeat finding from a prior inspection; Overdue remediation on this engagement
AU-0323,F04,Technology,2025,49,16,19,8,6,ask,Low,Low,False,False,Overdue remediation on this engagement
AU-0324,F04,Retail group,2025,69,30,25,9,5,deep-dive,High,Medium,True,False,Significant judgement in revenue recognition; Complex accounting estimates; Multi-component group audit; Audit team below planned staffing; Partner involvement hours below plan
AU-0325,F04,Real estate,2025,36,11,13,7,5,ask,Low,Low,False,False,Overdue remediation on this engagement
AU-0326,F04,Healthcare,2025,43,22,12,9,0,ask,Medium,Low,False,True,Goodwill or asset impairment risk; Repeat finding from a prior inspection
AU-0327,F04,Listed manufacturing,2025,51,22,17,7,5,group,Medium,Low,False,False,Overdue remediation on this engagement
AU-0328,F04,Retail group,2025,27,7,6,9,5,routine,Low,Medium,False,False,Repeat finding from a prior inspection; Overdue remediation on this engagement
AU-0329,F04,Insurance,2025,28,11,10,1,6,routine,Low,High,True,True,Goodwill or asset impairment risk; Heavy reliance on client IT systems
AU-0330,F04,Public interest entity,2025,29,8,9,8,4,routine,Low,Low,False,True,Goodwill or asset impairment risk; Overdue remediation on this engagement
AU-0331,F04,Retail group,2025,24,5,7,3,9,routine,Low,Low,False,False,
AU-0332,F04,Real estate,2025,24,6,11,5,2,routine,Low,Low,False,False,
AU-0333,F04,Technology,2025,31,10,14,4,3,routine,Low,High,True,False,Heavy reliance on client IT systems; Multi-component group audit
AU-0334,F04,Insurance,2025,45,21,19,2,3,ask,Medium,Medium,False,False,
AU-0335,F04,Public interest entity,2025,37,15,12,5,5,ask,Low,Low,False,False,
AU-0336,F04,Insurance,2025,28,14,7,1,6,routine,Low,Medium,False,True,Goodwill or asset impairment risk
AU-0337,F04,Insurance,2025,29,9,12,6,2,routine,Low,Low,False,False,
AU-0338,F04,Asset management,2025,39,11,17,7,4,ask,Low,Low,False,True,Goodwill or asset impairment risk; Overdue remediation on this engagement
AU-0339,F04,Listed manufacturing,2025,24,9,9,5,1,routine,Low,Low,False,False,
AU-0340,F04,Energy & utilities,2025,23,7,12,0,4,routine,Low,Low,False,False,
AU-0341,F04,Asset management,2025,33,13,10,7,3,routine,Low,Low,False,False,Overdue remediation on this engagement
AU-0342,F04,Insurance,2025,24,8,8,4,4,routine,Low,High,False,True,Goodwill or asset impairment risk; Heavy reliance on client IT systems
AU-0343,F04,Banking,2025,72,35,17,12,8,deep-dive,High,Low,False,True,Significant judgement in revenue recognition; Complex accounting estimates; Goodwill or asset impairment risk; Repeat finding from a prior inspection; Overdue remediation on this engagement
AU-0344,F04,Healthcare,2025,37,7,13,9,8,ask,Low,High,False,False,Heavy reliance on client IT systems; Repeat finding from a prior inspection
AU-0345,F04,Banking,2025,40,14,16,7,3,ask,Low,High,False,True,Goodwill or asset impairment risk; Heavy reliance on client IT systems
AU-0346,F04,Energy & utilities,2025,53,18,20,12,3,group,Medium,Low,False,False,Partner involvement hours below plan; Repeat finding from a prior inspection
AU-0347,F04,Real estate,2025,38,9,18,7,4,ask,Low,Medium,False,False,Overdue remediation on this engagement
AU-0348,F04,Listed manufacturing,2025,38,2,22,10,4,ask,Low,Medium,False,False,Partner involvement hours below plan; Repeat finding from a prior inspection
AU-0349,F04,Banking,2025,42,19,12,5,6,ask,Medium,High,False,False,Heavy reliance on client IT systems
AU-0350,F04,Banking,2025,27,13,7,5,2,routine,Low,Low,False,False,
AU-0351,F04,Technology,2025,38,16,12,5,5,ask,Low,Low,False,False,
AU-0352,F04,Banking,2025,22,3,14,2,3,routine,Low,Medium,False,False,
AU-0353,F04,Technology,2025,65,24,25,8,8,deep-dive,Medium,Medium,False,False,Audit team below planned staffing; Partner involvement hours below plan; Overdue remediation on this engagement
AU-0354,F04,Listed manufacturing,2025,39,11,16,7,5,ask,Low,Medium,False,True,Goodwill or asset impairment risk; Overdue remediation on this engagement
AU-0355,F04,Insurance,2025,33,8,13,7,5,routine,Low,Medium,False,False,Overdue remediation on this engagement
AU-0356,F04,Listed manufacturing,2025,49,22,17,3,7,ask,Medium,Medium,False,False,
AU-0357,F04,Banking,2025,40,17,14,3,6,ask,Medium,Medium,False,False,
AU-0358,F04,Insurance,2025,37,24,9,1,3,ask,Medium,Low,True,False,Multi-component group audit
AU-0359,F04,Insurance,2025,48,24,13,7,4,ask,Medium,High,False,False,Heavy reliance on client IT systems; Overdue remediation on this engagement
AU-0360,F04,Listed manufacturing,2025,28,9,10,5,4,routine,Low,Low,False,False,
AU-0361,F04,Healthcare,2025,49,23,17,6,3,ask,Medium,High,True,False,Heavy reliance on client IT systems; Multi-component group audit
AU-0362,F04,Energy & utilities,2025,37,16,7,9,5,ask,Low,Low,False,False,Repeat finding from a prior inspection; Overdue remediation on this engagement
AU-0363,F04,Real estate,2025,27,10,13,2,2,routine,Low,Medium,False,False,
AU-0364,F04,Public interest entity,2025,43,18,14,6,5,ask,Medium,High,False,False,Heavy reliance on client IT systems
AU-0365,F04,Public interest entity,2025,26,18,0,6,2,routine,Medium,Medium,False,False,
AU-0366,F04,Real estate,2025,40,11,16,9,4,ask,Low,Low,False,False,Repeat finding from a prior inspection; Overdue remediation on this engagement
AU-0367,F04,Banking,2025,30,3,10,13,4,routine,Low,Low,False,False,Repeat finding from a prior inspection; Overdue remediation on this engagement
AU-0368,F04,Listed manufacturing,2025,15,14,0,0,1,routine,Low,Low,False,False,
AU-0369,F04,Asset management,2025,43,17,18,7,1,ask,Medium,High,True,False,Heavy reliance on client IT systems; Multi-component group audit
AU-0370,F04,Real estate,2025,33,6,9,8,10,routine,Low,High,False,False,Heavy reliance on client IT systems; Overdue remediation on this engagement
AU-0371,F04,Listed manufacturing,2025,36,15,12,5,4,ask,Low,Medium,False,False,
AU-0372,F04,Listed manufacturing,2025,33,11,15,7,0,routine,Low,Low,False,False,Overdue remediation on this engagement
AU-0373,F04,Insurance,2025,27,15,2,10,0,routine,Low,Low,False,False,Repeat finding from a prior inspection; Overdue remediation on this engagement
AU-0374,F04,Technology,2025,40,10,16,10,4,ask,Low,Low,False,False,Repeat finding from a prior inspection; Overdue remediation on this engagement
AU-0375,F04,Listed manufacturing,2025,47,20,24,3,0,ask,Medium,Medium,False,False,Audit team below planned staffing; Partner involvement hours below plan
AU-0376,F04,Asset management,2025,33,6,18,4,5,routine,Low,Low,False,False,
AU-0377,F04,Listed manufacturing,2025,48,21,13,12,2,ask,Medium,Low,False,False,Repeat finding from a prior inspection; Overdue remediation on this engagement
AU-0378,F04,Technology,2025,34,12,14,3,5,routine,Low,Medium,False,False,
AU-0379,F04,Healthcare,2025,32,9,13,5,5,routine,Low,Low,True,True,Goodwill or asset impairment risk; Multi-component group audit
AU-0380,F04,Real estate,2025,34,7,14,7,6,routine,Low,High,False,False,Heavy reliance on client IT systems; Overdue remediation on this engagement
AU-0381,F04,Banking,2025,29,15,6,5,3,routine,Low,Low,False,True,Goodwill or asset impairment risk
AU-0382,F05,Asset management,2025,37,16,13,2,6,ask,Low,Medium,False,True,Goodwill or asset impairment risk
AU-0383,F05,Banking,2025,43,26,11,4,2,ask,Medium,Medium,False,False,Complex accounting estimates
AU-0384,F05,Energy & utilities,2025,44,16,14,7,7,ask,Low,Medium,False,False,Overdue remediation on this engagement
AU-0385,F05,Insurance,2025,34,12,14,2,6,routine,Low,Medium,True,True,Goodwill or asset impairment risk; Multi-component group audit
AU-0386,F05,Insurance,2025,36,11,19,3,3,ask,Low,Low,False,False,
AU-0387,F05,Healthcare,2025,30,10,12,6,2,routine,Low,High,False,False,Heavy reliance on client IT systems
AU-0388,F05,Energy & utilities,2025,49,18,22,3,6,ask,Medium,Low,False,False,Partner involvement hours below plan
AU-0389,F05,Asset management,2025,29,10,11,5,3,routine,Low,Medium,False,False,
AU-0390,F05,Asset management,2025,35,13,14,2,6,ask,Low,High,False,False,Heavy reliance on client IT systems
AU-0391,F05,Asset management,2025,43,18,8,11,6,ask,Medium,Medium,False,False,Repeat finding from a prior inspection; Overdue remediation on this engagement
AU-0392,F05,Retail group,2025,30,9,6,9,6,routine,Low,Low,False,False,Repeat finding from a prior inspection; Overdue remediation on this engagement
AU-0393,F05,Energy & utilities,2025,45,17,16,8,4,ask,Medium,High,False,False,Heavy reliance on client IT systems; Overdue remediation on this engagement
AU-0394,F05,Public interest entity,2025,36,9,19,5,3,ask,Low,Medium,False,False,
AU-0395,F05,Listed manufacturing,2025,65,30,23,9,3,deep-dive,High,Medium,False,True,Significant judgement in revenue recognition; Complex accounting estimates; Goodwill or asset impairment risk; Partner involvement hours below plan; Repeat finding from a prior inspection
AU-0396,F05,Public interest entity,2025,25,6,9,6,4,routine,Low,Low,False,False,
AU-0397,F05,Healthcare,2025,39,22,5,5,7,ask,Medium,Medium,False,True,Goodwill or asset impairment risk
AU-0398,F05,Real estate,2025,43,18,17,5,3,ask,Medium,High,False,False,Heavy reliance on client IT systems
AU-0399,F05,Insurance,2025,45,24,7,10,4,ask,Medium,Low,False,False,Repeat finding from a prior inspection; Overdue remediation on this engagement
AU-0400,F05,Asset management,2025,38,17,11,3,7,ask,Medium,Medium,False,False,
AU-0401,F05,Banking,2025,34,11,9,6,8,routine,Low,Medium,False,False,
AU-0402,F05,Banking,2025,31,9,12,4,6,routine,Low,Low,False,False,
AU-0403,F05,Retail group,2025,50,19,21,5,5,group,Medium,Low,True,False,Multi-component group audit; Partner involvement hours below plan
AU-0404,F05,Asset management,2025,37,11,21,1,4,ask,Low,Low,True,False,Multi-component group audit; Partner involvement hours below plan
AU-0405,F05,Insurance,2025,21,0,16,1,4,routine,Low,Low,False,False,
AU-0406,F05,Retail group,2025,42,12,17,7,6,ask,Low,High,False,False,Heavy reliance on client IT systems; Overdue remediation on this engagement
AU-0407,F05,Listed manufacturing,2025,43,12,17,10,4,ask,Low,Medium,True,False,Multi-component group audit; Repeat finding from a prior inspection
AU-0408,F05,Healthcare,2025,37,12,12,5,8,ask,Low,Low,False,False,
AU-0409,F05,Asset management,2025,35,22,6,3,4,ask,Medium,Low,False,False,
AU-0410,F05,Energy & utilities,2025,38,19,16,2,1,ask,Medium,Low,False,False,
AU-0411,F05,Energy & utilities,2025,26,10,7,4,5,routine,Low,Low,False,False,
AU-0412,F05,Technology,2025,44,16,18,5,5,ask,Low,High,False,False,Heavy reliance on client IT systems
AU-0413,F05,Banking,2025,14,9,5,0,0,routine,Low,Low,False,False,
AU-0414,F05,Real estate,2025,12,0,4,6,2,routine,Low,Medium,False,False,
AU-0415,F05,Insurance,2025,65,39,18,2,6,deep-dive,High,High,False,True,Significant judgement in revenue recognition; Complex accounting estimates; Goodwill or asset impairment risk; Heavy reliance on client IT systems
AU-0416,F05,Insurance,2025,22,3,14,4,1,routine,Low,High,False,False,Heavy reliance on client IT systems
AU-0417,F05,Real estate,2025,39,14,16,7,2,ask,Low,High,False,False,Heavy reliance on client IT systems; Overdue remediation on this engagement
AU-0418,F05,Public interest entity,2025,34,17,7,8,2,routine,Medium,High,True,False,Heavy reliance on client IT systems; Multi-component group audit
AU-0419,F05,Technology,2025,43,20,17,2,4,ask,Medium,High,False,False,Heavy reliance on client IT systems
AU-0420,F05,Real estate,2025,33,6,16,8,3,routine,Low,Low,False,False,Overdue remediation on this engagement
AU-0421,F05,Asset management,2025,39,4,25,5,5,ask,Low,Low,False,False,Audit team below planned staffing; Partner involvement hours below plan
AU-0422,F05,Real estate,2025,65,36,16,8,5,deep-dive,High,High,False,True,Significant judgement in revenue recognition; Complex accounting estimates; Goodwill or asset impairment risk; Heavy reliance on client IT systems; Overdue remediation on this engagement
AU-0423,F05,Retail group,2025,37,12,13,6,6,ask,Low,Low,False,False,
AU-0424,F05,Public interest entity,2025,34,14,12,5,3,routine,Low,High,False,True,Goodwill or asset impairment risk; Heavy reliance on client IT systems
AU-0425,F05,Technology,2025,28,10,10,6,2,routine,Low,Low,False,False,
AU-0426,F05,Healthcare,2025,41,5,15,12,9,ask,Low,Medium,False,True,Goodwill or asset impairment risk; Repeat finding from a prior inspection
AU-0427,F05,Banking,2025,40,17,12,7,4,ask,Medium,Low,False,True,Goodwill or asset impairment risk; Overdue remediation on this engagement
AU-0428,F05,Banking,2025,31,7,17,6,1,routine,Low,Medium,True,True,Goodwill or asset impairment risk; Multi-component group audit
AU-0429,F05,Banking,2025,37,16,13,4,4,ask,Low,Low,False,False,
AU-0430,F05,Insurance,2025,36,10,19,4,3,ask,Low,Medium,False,False,
AU-0431,F05,Public interest entity,2025,27,5,11,4,7,routine,Low,Medium,False,False,
AU-0432,F05,Real estate,2025,39,19,11,4,5,ask,Medium,Medium,False,False,
AU-0433,F05,Insurance,2025,27,13,12,2,0,routine,Low,High,False,True,Goodwill or asset impairment risk; Heavy reliance on client IT systems
AU-0434,F05,Energy & utilities,2025,27,13,10,4,0,routine,Low,Medium,False,False,
AU-0435,F05,Insurance,2025,33,10,13,5,5,routine,Low,Low,False,False,
AU-0436,F05,Real estate,2025,54,21,17,11,5,group,Medium,Medium,False,False,Repeat finding from a prior inspection; Overdue remediation on this engagement
AU-0437,F05,Real estate,2025,36,18,11,5,2,ask,Medium,Low,True,False,Multi-component group audit
AU-0438,F05,Banking,2025,38,12,17,8,1,ask,Low,Medium,False,True,Goodwill or asset impairment risk; Overdue remediation on this engagement
AU-0439,F05,Asset management,2025,52,24,11,10,7,group,Medium,Medium,False,False,Repeat finding from a prior inspection; Overdue remediation on this engagement
AU-0440,F05,Real estate,2025,38,9,15,9,5,ask,Low,High,False,True,Goodwill or asset impairment risk; Heavy reliance on client IT systems
AU-0441,F05,Asset management,2025,44,18,15,7,4,ask,Medium,Low,False,False,Overdue remediation on this engagement
AU-0442,F05,Healthcare,2025,34,12,8,11,3,routine,Low,Medium,False,False,Repeat finding from a prior inspection; Overdue remediation on this engagement
AU-0443,F05,Asset management,2025,28,11,9,2,6,routine,Low,Low,False,False,
AU-0444,F05,Real estate,2025,50,21,14,8,7,group,Medium,High,False,True,Goodwill or asset impairment risk; Heavy reliance on client IT systems
AU-0445,F05,Insurance,2025,37,11,16,4,6,ask,Low,Medium,False,False,
AU-0446,F05,Banking,2025,22,3,14,0,5,routine,Low,Low,True,False,Multi-component group audit
AU-0447,F05,Energy & utilities,2025,42,18,15,5,4,ask,Medium,Low,False,False,
AU-0448,F05,Real estate,2025,32,19,8,3,2,routine,Medium,Low,False,False,
AU-0449,F05,Retail group,2025,30,8,19,1,2,routine,Low,Low,False,True,Goodwill or asset impairment risk
AU-0450,F05,Listed manufacturing,2025,33,19,12,1,1,routine,Medium,Medium,False,True,Goodwill or asset impairment risk
AU-0451,F05,Healthcare,2025,21,2,12,5,2,routine,Low,Low,False,True,Goodwill or asset impairment risk
AU-0452,F05,Asset management,2025,48,15,21,6,6,ask,Low,Medium,True,False,Multi-component group audit; Partner involvement hours below plan
AU-0453,F05,Banking,2025,47,22,19,1,5,ask,Medium,Medium,False,True,Goodwill or asset impairment risk
AU-0454,F05,Listed manufacturing,2025,19,7,10,0,2,routine,Low,Medium,False,False,
AU-0455,F05,Asset management,2025,30,13,9,2,6,routine,Low,High,False,False,Heavy reliance on client IT systems
AU-0456,F05,Healthcare,2025,43,22,8,4,9,ask,Medium,High,False,True,Goodwill or asset impairment risk; Heavy reliance on client IT systems
AU-0457,F05,Public interest entity,2025,13,3,6,0,4,routine,Low,Medium,False,False,
AU-0458,F05,Listed manufacturing,2025,26,10,10,3,3,routine,Low,Low,False,False,
AU-0459,F05,Healthcare,2025,25,4,12,4,5,routine,Low,Low,False,False,
AU-0460,F05,Healthcare,2025,13,7,3,0,3,routine,Low,Low,True,True,Goodwill or asset impairment risk; Multi-component group audit
AU-0461,F05,Banking,2025,50,18,18,7,7,group,Medium,Low,False,False,Overdue remediation on this engagement
AU-0462,F05,Public interest entity,2025,27,11,8,5,3,routine,Low,Medium,True,False,Multi-component group audit
AU-0463,F05,Banking,2025,32,20,6,3,3,routine,Medium,Medium,False,False,
AU-0464,F05,Energy & utilities,2025,44,18,10,13,3,ask,Medium,Low,False,True,Goodwill or asset impairment risk; Repeat finding from a prior inspection
AU-0465,F05,Technology,2025,48,17,22,7,2,ask,Medium,Low,False,False,Partner involvement hours below plan; Overdue remediation on this engagement
AU-0466,F06,Listed manufacturing,2025,30,13,9,5,3,routine,Low,Low,False,True,Goodwill or asset impairment risk
AU-0467,F06,Banking,2025,33,13,9,7,4,routine,Low,Low,False,False,Overdue remediation on this engagement
AU-0468,F06,Asset management,2025,38,8,19,6,5,ask,Low,Low,True,False,Multi-component group audit
AU-0469,F06,Listed manufacturing,2025,32,16,8,6,2,routine,Low,Low,False,False,
AU-0470,F06,Technology,2025,27,3,11,7,6,routine,Low,Low,False,False,Overdue remediation on this engagement
AU-0471,F06,Banking,2025,39,11,16,9,3,ask,Low,Medium,False,False,Repeat finding from a prior inspection; Overdue remediation on this engagement
AU-0472,F06,Technology,2025,44,17,15,5,7,ask,Medium,High,False,True,Goodwill or asset impairment risk; Heavy reliance on client IT systems
AU-0473,F06,Technology,2025,35,5,18,7,5,ask,Low,Medium,True,False,Multi-component group audit; Overdue remediation on this engagement
AU-0474,F06,Insurance,2025,23,6,11,2,4,routine,Low,Medium,False,True,Goodwill or asset impairment risk
AU-0475,F06,Healthcare,2025,52,20,23,5,4,group,Medium,Low,False,False,Partner involvement hours below plan
AU-0476,F06,Insurance,2025,32,15,9,8,0,routine,Low,Medium,False,False,Overdue remediation on this engagement
AU-0477,F06,Public interest entity,2025,28,13,9,2,4,routine,Low,Low,True,False,Multi-component group audit
AU-0478,F06,Healthcare,2025,50,23,16,8,3,group,Medium,Low,False,False,Overdue remediation on this engagement
AU-0479,F06,Insurance,2025,21,10,7,2,2,routine,Low,Medium,False,False,
AU-0480,F06,Healthcare,2025,37,9,17,4,7,ask,Low,Medium,False,False,
AU-0481,F06,Public interest entity,2025,28,6,17,1,4,routine,Low,Low,False,False,
AU-0482,F06,Banking,2025,41,11,19,3,8,ask,Low,High,False,False,Heavy reliance on client IT systems
AU-0483,F06,Energy & utilities,2025,25,6,10,5,4,routine,Low,Medium,False,False,
AU-0484,F06,Listed manufacturing,2025,43,15,20,5,3,ask,Low,High,False,True,Goodwill or asset impairment risk; Heavy reliance on client IT systems
